Quicksort, 1.3648, 1.3568, 1.6348, 2.5164, 0.935, 0.8792, 1.1678, 1.3858, 1.3618, 1.5298
SelectionSort, 8.3188, 15.8606, 27.8532, 49.5506, 75.8106, 111.4112, 154.468592, 193.811408, 248.6248, 308.5832
QuickInsertSort, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
